"Species","Year","Quarter","Species.n","Age","M1","M2","M","F","Z","N","N.bar","C.hat","C.obs","west","weca","Yield","CWsum","prop.landed","propmat","BIO","SSB","Lsea","ration"
"H. porpoise",1992,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1993,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1993,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1993,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1993,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1994,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1994,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1994,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1994,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1995,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1995,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1995,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1995,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1996,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1996,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1996,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1996,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1997,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1997,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1997,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1997,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1998,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1998,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1998,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1998,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1999,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1999,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1999,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",1999,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2000,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2000,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2000,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2000,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2001,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2001,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2001,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2001,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2002,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2002,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2002,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2002,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2003,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2003,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2003,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2003,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2004,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2004,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2004,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2004,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2005,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2005,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2005,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2005,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2006,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2006,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2006,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2006,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2007,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2007,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2007,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2007,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2008,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2008,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2008,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2008,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2009,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2009,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2009,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2009,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2010,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2010,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2010,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2010,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2011,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2011,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2011,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2011,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2012,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2012,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2012,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2012,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2013,1,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2013,2,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2013,3,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"H. porpoise",2013,4,16,1,-1,-1,-1,-1,0,224,224,-1,-1,10,-1,-1,-1,-1,-1,2240,-1,1000,219
"Hake",1974,1,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.029
"Hake",1974,1,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,0.5
"Hake",1974,1,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,1.334
"Hake",1974,2,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.094
"Hake",1974,2,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,1.314
"Hake",1974,2,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,4.145
"Hake",1974,3,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.07
"Hake",1974,3,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,0.844
"Hake",1974,3,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.532
"Hake",1974,4,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.089
"Hake",1974,4,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,1.037
"Hake",1974,4,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.843
"Hake",1975,1,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.029
"Hake",1975,1,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,0.5
"Hake",1975,1,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,1.334
"Hake",1975,2,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.094
"Hake",1975,2,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,1.314
"Hake",1975,2,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,4.145
"Hake",1975,3,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.07
"Hake",1975,3,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,0.844
"Hake",1975,3,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.532
"Hake",1975,4,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.089
"Hake",1975,4,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,1.037
"Hake",1975,4,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.843
"Hake",1976,1,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.029
"Hake",1976,1,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,0.5
"Hake",1976,1,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,1.334
"Hake",1976,2,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.094
"Hake",1976,2,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,1.314
"Hake",1976,2,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,4.145
"Hake",1976,3,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.07
"Hake",1976,3,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,0.844
"Hake",1976,3,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.532
"Hake",1976,4,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.089
"Hake",1976,4,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,1.037
"Hake",1976,4,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.843
"Hake",1977,1,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.029
"Hake",1977,1,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,0.5
"Hake",1977,1,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,1.334
"Hake",1977,2,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.094
"Hake",1977,2,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,1.314
"Hake",1977,2,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,4.145
"Hake",1977,3,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.07
"Hake",1977,3,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,0.844
"Hake",1977,3,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.532
"Hake",1977,4,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.089
"Hake",1977,4,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,1.037
"Hake",1977,4,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.843
"Hake",1978,1,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.029
"Hake",1978,1,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,0.5
"Hake",1978,1,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,1.334
"Hake",1978,2,17,1,-1,-1,-1,-1,0,10805,10805,-1,-1,0.034485,-1,-1,-1,-1,-1,372.61,-1,162,0.094
"Hake",1978,2,17,2,-1,-1,-1,-1,0,11114,11114,-1,-1,0.4447,-1,-1,-1,-1,-1,4942.4,-1,382,1.314
"Hake",1978,2,17,3,-1,-1,-1,-1,0,330,330,-1,-1,1.77115,-1,-1,-1,-1,-1,584.478,-1,630,4.145
"Hake",1978,3,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.07
"Hake",1978,3,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,0.844
"Hake",1978,3,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.532
"Hake",1978,4,17,1,-1,-1,-1,-1,0,11839,11839,-1,-1,0.046361,-1,-1,-1,-1,-1,548.868,-1,188,0.089
"Hake",1978,4,17,2,-1,-1,-1,-1,0,16027,16027,-1,-1,0.607458,-1,-1,-1,-1,-1,9735.73,-1,422,1.037
"Hake",1978,4,17,3,-1,-1,-1,-1,0,4442,4442,-1,-1,2.5704,-1,-1,-1,-1,-1,11417.7,-1,699,3.843
"Hake",1979,1,17,1,-1,-1,-1,-1,0,11628,11628,-1,-1,0.034485,-1,-1,-1,-1,-1,400.992,-1,162,0.029
"Hake",1979,1,17,2,-1,-1,-1,-1,0,11961,11961,-1,-1,0.4447,-1,-1,-1,-1,-1,5319.06,-1,382,0.5
"Hake",1979,1,17,3,-1,-1,-1,-1,0,355,355,-1,-1,1.77115,-1,-1,-1,-1,-1,628.756,-1,630,1.334
"Hake",1979,2,17,1,-1,-1,-1,-1,0,11628,11628,-1,-1,0.034485,-1,-1,-1,-1,-1,400.992,-1,162,0.094
"Hake",1979,2,17,2,-1,-1,-1,-1,0,11961,11961,-1,-1,0.4447,-1,-1,-1,-1,-1,5319.06,-1,382,1.314
"Hake",1979,2,17,3,-1,-1,-1,-1,0,355,355,-1,-1,1.77115,-1,-1,-1,-1,-1,628.756,-1,630,4.145
"Hake",1979,3,17,1,-1,-1,-1,-1,0,12741,12741,-1,-1,0.046361,-1,-1,-1,-1,-1,590.686,-1,188,0.07
"Hake",1979,3,17,2,-1,-1,-1,-1,0,17248,17248,-1,-1,0.607458,-1,-1,-1,-1,-1,10477.4,-1,422,0.844
"Hake",1979,3,17,3,-1,-1,-1,-1,0,4780,4780,-1,-1,2.5704,-1,-1,-1,-1,-1,12286.5,-1,699,3.532
"Hake",1979,4,17,1,-1,-1,-1,-1,0,12741,12741,-1,-1,0.046361,-1,-1,-1,-1,-1,590.686,-1,188,0.089
"Hake",1979,4,17,2,-1,-1,-1,-1,0,17248,17248,-1,-1,0.607458,-1,-1,-1,-1,-1,10477.4,-1,422,1.037
"Hake",1979,4,17,3,-1,-1,-1,-1,0,4780,4780,-1,-1,2.5704,-1,-1,-1,-1,-1,12286.5,-1,699,3.843
"Hake",1980,1,17,1,-1,-1,-1,-1,0,11385,11385,-1,-1,0.034485,-1,-1,-1,-1,-1,392.612,-1,162,0.029
"Hake",1980,1,17,2,-1,-1,-1,-1,0,11711,11711,-1,-1,0.4447,-1,-1,-1,-1,-1,5207.88,-1,382,0.5
"Hake",1980,1,17,3,-1,-1,-1,-1,0,347,347,-1,-1,1.77115,-1,-1,-1,-1,-1,614.587,-1,630,1.334
"Hake",1980,2,17,1,-1,-1,-1,-1,0,11385,11385,-1,-1,0.034485,-1,-1,-1,-1,-1,392.612,-1,162,0.094
"Hake",1980,2,17,2,-1,-1,-1,-1,0,11711,11711,-1,-1,0.4447,-1,-1,-1,-1,-1,5207.88,-1,382,1.314
"Hake",1980,2,17,3,-1,-1,-1,-1,0,347,347,-1,-1,1.77115,-1,-1,-1,-1,-1,614.587,-1,630,4.145
"Hake",1980,3,17,1,-1,-1,-1,-1,0,12475,12475,-1,-1,0.046361,-1,-1,-1,-1,-1,578.353,-1,188,0.07
"Hake",1980,3,17,2,-1,-1,-1,-1,0,16888,16888,-1,-1,0.607458,-1,-1,-1,-1,-1,10258.8,-1,422,0.844
"Hake",1980,3,17,3,-1,-1,-1,-1,0,4680,4680,-1,-1,2.5704,-1,-1,-1,-1,-1,12029.5,-1,699,3.532
"Hake",1980,4,17,1,-1,-1,-1,-1,0,12475,12475,-1,-1,0.046361,-1,-1,-1,-1,-1,578.353,-1,188,0.089
"Hake",1980,4,17,2,-1,-1,-1,-1,0,16888,16888,-1,-1,0.607458,-1,-1,-1,-1,-1,10258.8,-1,422,1.037
"Hake",1980,4,17,3,-1,-1,-1,-1,0,4680,4680,-1,-1,2.5704,-1,-1,-1,-1,-1,12029.5,-1,699,3.843
"Hake",1981,1,17,1,-1,-1,-1,-1,0,9783,9783,-1,-1,0.034485,-1,-1,-1,-1,-1,337.367,-1,162,0.029
"Hake",1981,1,17,2,-1,-1,-1,-1,0,10064,10064,-1,-1,0.4447,-1,-1,-1,-1,-1,4475.46,-1,382,0.5
"Hake",1981,1,17,3,-1,-1,-1,-1,0,298,298,-1,-1,1.77115,-1,-1,-1,-1,-1,527.801,-1,630,1.334
"Hake",1981,2,17,1,-1,-1,-1,-1,0,9783,9783,-1,-1,0.034485,-1,-1,-1,-1,-1,337.367,-1,162,0.094
"Hake",1981,2,17,2,-1,-1,-1,-1,0,10064,10064,-1,-1,0.4447,-1,-1,-1,-1,-1,4475.46,-1,382,1.314
"Hake",1981,2,17,3,-1,-1,-1,-1,0,298,298,-1,-1,1.77115,-1,-1,-1,-1,-1,527.801,-1,630,4.145
"Hake",1981,3,17,1,-1,-1,-1,-1,0,10720,10720,-1,-1,0.046361,-1,-1,-1,-1,-1,496.99,-1,188,0.07
"Hake",1981,3,17,2,-1,-1,-1,-1,0,14512,14512,-1,-1,0.607458,-1,-1,-1,-1,-1,8815.43,-1,422,0.844
"Hake",1981,3,17,3,-1,-1,-1,-1,0,4022,4022,-1,-1,2.5704,-1,-1,-1,-1,-1,10338.1,-1,699,3.532
"Hake",1981,4,17,1,-1,-1,-1,-1,0,10720,10720,-1,-1,0.046361,-1,-1,-1,-1,-1,496.99,-1,188,0.089
"Hake",1981,4,17,2,-1,-1,-1,-1,0,14512,14512,-1,-1,0.607458,-1,-1,-1,-1,-1,8815.43,-1,422,1.037
"Hake",1981,4,17,3,-1,-1,-1,-1,0,4022,4022,-1,-1,2.5704,-1,-1,-1,-1,-1,10338.1,-1,699,3.843
"Hake",1982,1,17,1,-1,-1,-1,-1,0,9009,9009,-1,-1,0.034485,-1,-1,-1,-1,-1,310.675,-1,162,0.029
"Hake",1982,1,17,2,-1,-1,-1,-1,0,9267,9267,-1,-1,0.4447,-1,-1,-1,-1,-1,4121.03,-1,382,0.5
"Hake",1982,1,17,3,-1,-1,-1,-1,0,275,275,-1,-1,1.77115,-1,-1,-1,-1,-1,487.065,-1,630,1.334
"Hake",1982,2,17,1,-1,-1,-1,-1,0,9009,9009,-1,-1,0.034485,-1,-1,-1,-1,-1,310.675,-1,162,0.094
"Hake",1982,2,17,2,-1,-1,-1,-1,0,9267,9267,-1,-1,0.4447,-1,-1,-1,-1,-1,4121.03,-1,382,1.314
"Hake",1982,2,17,3,-1,-1,-1,-1,0,275,275,-1,-1,1.77115,-1,-1,-1,-1,-1,487.065,-1,630,4.145
"Hake",1982,3,17,1,-1,-1,-1,-1,0,9871,9871,-1,-1,0.046361,-1,-1,-1,-1,-1,457.629,-1,188,0.07
"Hake",1982,3,17,2,-1,-1,-1,-1,0,13363,13363,-1,-1,0.607458,-1,-1,-1,-1,-1,8117.46,-1,422,0.844
"Hake",1982,3,17,3,-1,-1,-1,-1,0,3704,3704,-1,-1,2.5704,-1,-1,-1,-1,-1,9520.75,-1,699,3.532
"Hake",1982,4,17,1,-1,-1,-1,-1,0,9871,9871,-1,-1,0.046361,-1,-1,-1,-1,-1,457.629,-1,188,0.089
"Hake",1982,4,17,2,-1,-1,-1,-1,0,13363,13363,-1,-1,0.607458,-1,-1,-1,-1,-1,8117.46,-1,422,1.037
"Hake",1982,4,17,3,-1,-1,-1,-1,0,3704,3704,-1,-1,2.5704,-1,-1,-1,-1,-1,9520.75,-1,699,3.843
"Hake",1983,1,17,1,-1,-1,-1,-1,0,9571,9571,-1,-1,0.034485,-1,-1,-1,-1,-1,330.056,-1,162,0.029
